"Year","Gender","Age group","Domicile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","All","18","Wales","All","Main scheme application","195","50","0.254","0"
"2022","All","18","Wales","All","Main scheme application","170","45","0.278","0"
"2023","All","18","Wales","All","Main scheme application","125","40","0.304","0"
"2019","All","19","Wales","All","Main scheme application","60","15","0.226","0"
"2020","All","19","Wales","All","Main scheme application","60","15","0.276","0"
"2021","All","19","Wales","All","Main scheme application","90","15","0.14400000000000002","0"
"2022","All","19","Wales","All","Main scheme application","60","15","0.28300000000000003","0"
"2023","All","19","Wales","All","Main scheme application","40","5"," ","0"
"2019","All","20","Wales","All","Main scheme application","30","5"," ","0"
"2020","All","20","Wales","All","Main scheme application","30","5"," ","0"
"2021","All","20","Wales","All","Main scheme application","45","10"," ","0"
"2022","All","20","Wales","All","Main scheme application","40","10"," ","0"
"2023","All","20","Wales","All","Main scheme application","35","10"," ","0"
"2019","All","21 - 24","Wales","All","Main scheme application","135","40","0.308","0"
"2020","All","21 - 24","Wales","All","Main scheme application","110","30","0.279","0"
"2021","All","21 - 24","Wales","All","Main scheme application","135","25","0.203","0"
"2022","All","21 - 24","Wales","All","Main scheme application","80","25","0.293","0"
"2023","All","21 - 24","Wales","All","Main scheme application","75","25","0.35100000000000003","0"
"2019","All","25 - 29","Wales","All","Main scheme application","110","25","0.232","0"
"2020","All","25 - 29","Wales","All","Main scheme application","110","40","0.376","0"
"2021","All","25 - 29","Wales","All","Main scheme application","155","40","0.25","0"
"2022","All","25 - 29","Wales","All","Main scheme application","105","30","0.295","0"
"2023","All","25 - 29","Wales","All","Main scheme application","90","35","0.393","0"
"2019","All","30 - 34","Wales","All","Main scheme application","90","20","0.209","0"
"2020","All","30 - 34","Wales","All","Main scheme application","90","30","0.333","0"
"2021","All","30 - 34","Wales","All","Main scheme application","95","30","0.309","0"
"2022","All","30 - 34","Wales","All","Main scheme application","90","30","0.304","0"
"2023","All","30 - 34","Wales","All","Main scheme application","70","35","0.47100000000000003","0"
"2019","All","35 and over","Wales","All","Main scheme application","65","20","0.303","0"
"2020","All","35 and over","Wales","All","Main scheme application","70","20","0.294","0"
"2021","All","35 and over","Wales","All","Main scheme application","80","20","0.272","0"
"2022","All","35 and over","Wales","All","Main scheme application","65","30","0.418","0"
"2023","All","35 and over","Wales","All","Main scheme application","65","30","0.47600000000000003","0"
"2019","All","17 and under","Not EU","All","Main scheme application","5","0"," ","0"
"2020","All","17 and under","Not EU","All","Main scheme application","5","0"," ","0"
"2023","All","17 and under","Not EU","All","Main scheme application","5","0"," ","0"
"2019","All","18","Not EU","All","Main scheme application","20","0"," ","0"
"2020","All","18","Not EU","All","Main scheme application","20","5"," ","0"
"2021","All","18","Not EU","All","Main scheme application","15","5"," ","0"
"2022","All","18","Not EU","All","Main scheme application","25","5"," ","0"
"2023","All","18","Not EU","All","Main scheme application","15","0"," ","0"
"2019","All","19","Not EU","All","Main scheme application","15","0"," ","0"
"2020","All","19","Not EU","All","Main scheme application","5","0"," ","0"
"2021","All","19","Not EU","All","Main scheme application","15","0"," ","0"
"2022","All","19","Not EU","All","Main scheme application","15","0"," ","0"
"2023","All","19","Not EU","All","Main scheme application","10","0"," ","0"
"2019","All","20","Not EU","All","Main scheme application","5","0"," ","0"
"2020","All","20","Not EU","All","Main scheme application","5","0"," ","0"
"2021","All","20","Not EU","All","Main scheme application","5","0"," ","0"
"2022","All","20","Not EU","All","Main scheme application","5","0"," ","0"
"2023","All","20","Not EU","All","Main scheme application","15","0"," ","0"
"2019","All","21 - 24","Not EU","All","Main scheme application","25","5"," ","0"
"2020","All","21 - 24","Not EU","All","Main scheme application","10","5"," ","0"
"2021","All","21 - 24","Not EU","All","Main scheme application","30","0"," ","0"
"2022","All","21 - 24","Not EU","All","Main scheme application","30","5"," ","0"
"2023","All","21 - 24","Not EU","All","Main scheme application","30","5"," ","0"
"2019","All","25 - 29","Not EU","All","Main scheme application","15","5"," ","0"
"2020","All","25 - 29","Not EU","All","Main scheme application","30","5"," ","0"
"2021","All","25 - 29","Not EU","All","Main scheme application","25","5"," ","0"
"2022","All","25 - 29","Not EU","All","Main scheme application","30","0"," ","0"
"2023","All","25 - 29","Not EU","All","Main scheme application","25","5"," ","0"
"2019","All","30 - 34","Not EU","All","Main scheme application","5","0"," ","0"
"2020","All","30 - 34","Not EU","All","Main scheme application","10","0"," ","0"
"2021","All","30 - 34","Not EU","All","Main scheme application","15","0"," ","0"
"2022","All","30 - 34","Not EU","All","Main scheme application","20","0"," ","0"
"2023","All","30 - 34","Not EU","All","Main scheme application","15","0"," ","0"
"2019","All","35 and over","Not EU","All","Main scheme application","5","0"," ","0"
"2020","All","35 and over","Not EU","All","Main scheme application","5","0"," ","0"
"2021","All","35 and over","Not EU","All","Main scheme application","15","0"," ","0"
"2022","All","35 and over","Not EU","All","Main scheme application","20","0"," ","0"
"2023","All","35 and over","Not EU","All","Main scheme application","10","0"," ","0"
"2019","All","17 and under","EU (excluding UK)","All","Main scheme application","15","0"," ","0"
"2020","All","17 and under","EU (excluding UK)","All","Main scheme application","10","0"," ","0"
"2021","All","17 and under","EU (excluding UK)","All","Main scheme application","15","0"," ","0"
"2022","All","17 and under","EU (excluding UK)","All","Main scheme application","10","0"," ","0"
"2023","All","17 and under","EU (excluding UK)","All","Main scheme application","15","0"," ","0"
"2019","All","18","EU (excluding UK)","All","Main scheme application","45","0"," ","0"
"2020","All","18","EU (excluding UK)","All","Main scheme application","65","10"," ","0"
"2021","All","18","EU (excluding UK)","All","Main scheme application","60","5"," ","0"
"2022","All","18","EU (excluding UK)","All","Main scheme application","80","5"," ","0"
"2023","All","18","EU (excluding UK)","All","Main scheme application","60","5"," ","0"
"2019","All","19","EU (excluding UK)","All","Main scheme application","40","5"," ","0"
"2020","All","19","EU (excluding UK)","All","Main scheme application","40","5"," ","0"
"2021","All","19","EU (excluding UK)","All","Main scheme application","60","5"," ","0"
"2022","All","19","EU (excluding UK)","All","Main scheme application","40","0"," ","0"
"2023","All","19","EU (excluding UK)","All","Main scheme application","50","5"," ","0"
"2019","All","20","EU (excluding UK)","All","Main scheme application","30","5"," ","0"
"2020","All","20","EU (excluding UK)","All","Main scheme application","25","5"," ","0"
"2021","All","20","EU (excluding UK)","All","Main scheme application","25","0"," ","0"
"2022","All","20","EU (excluding UK)","All","Main scheme application","20","0"," ","0"
"2023","All","20","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2019","All","21 - 24","EU (excluding UK)","All","Main scheme application","40","10"," ","0"
"2020","All","21 - 24","EU (excluding UK)","All","Main scheme application","45","5"," ","0"
"2021","All","21 - 24","EU (excluding UK)","All","Main scheme application","40","5"," ","0"
"2022","All","21 - 24","EU (excluding UK)","All","Main scheme application","30","5"," ","0"
"2023","All","21 - 24","EU (excluding UK)","All","Main scheme application","30","5"," ","0"
"2019","All","25 - 29","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2020","All","25 - 29","EU (excluding UK)","All","Main scheme application","10","0"," ","0"
"2021","All","25 - 29","EU (excluding UK)","All","Main scheme application","15","0"," ","0"
"2022","All","25 - 29","EU (excluding UK)","All","Main scheme application","10","0"," ","0"
"2023","All","25 - 29","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2019","All","30 - 34","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2020","All","30 - 34","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2021","All","30 - 34","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2019","All","35 and over","EU (excluding UK)","All","Main scheme application","10","0"," ","0"
"2020","All","35 and over","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2021","All","35 and over","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2022","All","35 and over","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2019","Female","All","Northern Ireland","All","Not main scheme application","30","20","0.667","0"
"2020","Female","All","Northern Ireland","All","Not main scheme application","15","10"," ","0"
"2021","Female","All","Northern Ireland","All","Not main scheme application","15","5"," ","0"
"2022","Female","All","Northern Ireland","All","Not main scheme application","10","5"," ","0"
"2023","Female","All","Northern Ireland","All","Not main scheme application","15","10","0.769","0"
"2019","Female","All","England","All","Not main scheme application","495","325","0.66","0"
"2020","Female","All","England","All","Not main scheme application","395","280","0.712","0"
"2021","Female","All","England","All","Not main scheme application","360","170","0.47100000000000003","0"
"2022","Female","All","England","All","Not main scheme application","560","300","0.541","0"
"2023","Female","All","England","All","Not main scheme application","700","515","0.735","0"
"2019","Male","All","England","All","Not main scheme application","5","0"," ","0"
"2023","Male","All","England","All","Not main scheme application","5","0"," ","0"
"2019","Female","All","Scotland","All","Not main scheme application","35","15","0.394","0"
"2020","Female","All","Scotland","All","Not main scheme application","40","25","0.548","0"
"2021","Female","All","Scotland","All","Not main scheme application","40","10"," ","0"
"2022","Female","All","Scotland","All","Not main scheme application","45","15","0.34","0"
"2023","Female","All","Scotland","All","Not main scheme application","25","10"," ","0"
"2019","Female","All","Wales","All","Not main scheme application","25","20","0.8150000000000001","0"
"2020","Female","All","Wales","All","Not main scheme application","30","25","0.767","0"
"2021","Female","All","Wales","All","Not main scheme application","30","20","0.656","0"
"2022","Female","All","Wales","All","Not main scheme application","45","35","0.717","0"
"2023","Female","All","Wales","All","Not main scheme application","45","35","0.804","0"
"2019","Female","All","Not EU","All","Not main scheme application","5","0"," ","0"
"2020","Female","All","Not EU","All","Not main scheme application","5","0"," ","0"
"2021","Female","All","Not EU","All","Not main scheme application","5","0"," ","0"
"2022","Female","All","Not EU","All","Not main scheme application","5","0"," ","0"
"2023","Female","All","Not EU","All","Not main scheme application","10","0"," ","0"
"2019","Female","All","EU (excluding UK)","All","Not main scheme application","15","0"," ","0"
"2020","Female","All","EU (excluding UK)","All","Not main scheme application","10","0"," ","0"
"2021","Female","All","EU (excluding UK)","All","Not main scheme application","10","5"," ","0"
"2022","Female","All","EU (excluding UK)","All","Not main scheme application","15","0"," ","0"
"2023","Female","All","EU (excluding UK)","All","Not main scheme application","5","5"," ","0"
"2019","Female","All","Northern Ireland","All","Main scheme application","545","70","0.132","0"
"2020","Female","All","Northern Ireland","All","Main scheme application","520","95","0.184","0"
"2021","Female","All","Northern Ireland","All","Main scheme application","710","95","0.137","0"
"2022","Female","All","Northern Ireland","All","Main scheme application","685","105","0.152","0"
"2023","Female","All","Northern Ireland","All","Main scheme application","600","65","0.11","0"
"2019","Male","All","Northern Ireland","All","Main scheme application","5","0"," ","0"
"2021","Male","All","Northern Ireland","All","Main scheme application","5","0"," ","0"
"2022","Male","All","Northern Ireland","All","Main scheme application","5","0"," ","0"
"2023","Male","All","Northern Ireland","All","Main scheme application","5","0"," ","0"
"2019","Female","All","England","All","Main scheme application","7295","2740","0.375","0"
"2020","Female","All","England","All","Main scheme application","7905","3310","0.419","0"
"2021","Female","All","England","All","Main scheme application","10010","3450","0.34400000000000003","0"
"2022","Female","All","England","All","Main scheme application","9310","3010","0.323","0"
"2023","Female","All","England","All","Main scheme application","7445","2910","0.391","0"
"2019","Male","All","England","All","Main scheme application","25","10"," ","0"
"2020","Male","All","England","All","Main scheme application","15","5"," ","0"
"2021","Male","All","England","All","Main scheme application","45","10","0.279","0"
"2022","Male","All","England","All","Main scheme application","40","10","0.25","0"
"2023","Male","All","England","All","Main scheme application","30","5"," ","0"
"2019","Female","All","Scotland","All","Main scheme application","1025","235","0.228","0"
"2020","Female","All","Scotland","All","Main scheme application","1115","275","0.249","0"
"2021","Female","All","Scotland","All","Main scheme application","1425","225","0.157","0"
"2022","Female","All","Scotland","All","Main scheme application","1205","250","0.20700000000000002","0"
"2023","Female","All","Scotland","All","Main scheme application","850","250","0.294","0"
"2019","Male","All","Scotland","All","Main scheme application","5","0"," ","0"
"2020","Male","All","Scotland","All","Main scheme application","5","0"," ","0"
"2021","Male","All","Scotland","All","Main scheme application","5","0"," ","0"
"2022","Male","All","Scotland","All","Main scheme application","5","0"," ","0"
"2023","Male","All","Scotland","All","Main scheme application","5","0"," ","0"
"2019","Female","All","Wales","All","Main scheme application","595","145","0.246","0"
"2020","Female","All","Wales","All","Main scheme application","590","180","0.306","0"
"2021","Female","All","Wales","All","Main scheme application","795","190","0.23800000000000002","0"
"2022","Female","All","Wales","All","Main scheme application","610","185","0.3","0"
"2023","Female","All","Wales","All","Main scheme application","490","175","0.355","0"
"2023","Male","All","Wales","All","Main scheme application","5","0"," ","0"
"2019","Female","All","Not EU","All","Main scheme application","90","10","0.133","0"
"2020","Female","All","Not EU","All","Main scheme application","85","15","0.155","0"
"2021","Female","All","Not EU","All","Main scheme application","120","15","0.136","0"
"2022","Female","All","Not EU","All","Main scheme application","140","15","0.106","0"
"2023","Female","All","Not EU","All","Main scheme application","125","20","0.146","0"
"2020","Male","All","Not EU","All","Main scheme application","5","0"," ","0"
"2021","Male","All","Not EU","All","Main scheme application","5","0"," ","0"
"2022","Male","All","Not EU","All","Main scheme application","5","0"," ","0"
"2023","Male","All","Not EU","All","Main scheme application","10","0"," ","0"
"2019","Female","All","EU (excluding UK)","All","Main scheme application","185","20","0.113","0"
"2020","Female","All","EU (excluding UK)","All","Main scheme application","205","25","0.122","0"
"2021","Female","All","EU (excluding UK)","All","Main scheme application","225","15","0.07200000000000001","0"
"2022","Female","All","EU (excluding UK)","All","Main scheme application","200","10","0.056","0"
"2023","Female","All","EU (excluding UK)","All","Main scheme application","160","15","0.094","0"
"2019","Male","All","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2020","Male","All","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2021","Male","All","EU (excluding UK)","All","Main scheme application","5","0"," ","0"
"2019","All","All","Northern Ireland","All","Not main scheme application","30","20","0.656","0"
"2020","All","All","Northern Ireland","All","Not main scheme application","15","10"," ","0"
"2021","All","All","Northern Ireland","All","Not main scheme application","15","5"," ","0"
"2022","All","All","Northern Ireland","All","Not main scheme application","10","5"," ","0"
"2023","All","All","Northern Ireland","All","Not main scheme application","15","10","0.769","0"
"2019","All","All","England","All","Not main scheme application","495","330","0.66","0"
"2020","All","All","England","All","Not main scheme application","400","280","0.709","0"
"2021","All","All","England","All","Not main scheme application","360","170","0.47200000000000003","0"
"2022","All","All","England","All","Not main scheme application","560","305","0.542","0"
"2023","All","All","England","All","Not main scheme application","705","515","0.733","0"
"2019","All","All","Scotland","All","Not main scheme application","35","15","0.394","0"
"2020","All","All","Scotland","All","Not main scheme application","45","25","0.535","0"
"2021","All","All","Scotland","All","Not main scheme application","40","10"," ","0"
"2022","All","All","Scotland","All","Not main scheme application","45","15","0.34","0"
"2023","All","All","Scotland","All","Not main scheme application","25","10"," ","0"
"2019","All","All","Wales","All","Not main scheme application","25","20","0.8150000000000001","0"
"2020","All","All","Wales","All","Not main scheme application","30","25","0.767","0"
"2021","All","All","Wales","All","Not main scheme application","30","20","0.656","0"
"2022","All","All","Wales","All","Not main scheme application","45","35","0.717","0"
"2023","All","All","Wales","All","Not main scheme application","45","35","0.804","0"
"2019","All","All","Not EU","All","Not main scheme application","5","0"," ","0"
"2020","All","All","Not EU","All","Not main scheme application","5","0"," ","0"
"2021","All","All","Not EU","All","Not main scheme application","5","0"," ","0"
"2022","All","All","Not EU","All","Not main scheme application","5","0"," ","0"
"2023","All","All","Not EU","All","Not main scheme application","10","0"," ","0"
"2019","All","All","EU (excluding UK)","All","Not main scheme application","15","0"," ","0"
"2020","All","All","EU (excluding UK)","All","Not main scheme application","10","0"," ","0"
"2021","All","All","EU (excluding UK)","All","Not main scheme application","10","5"," ","0"
"2022","All","All","EU (excluding UK)","All","Not main scheme application","15","0"," ","0"
"2023","All","All","EU (excluding UK)","All","Not main scheme application","5","5"," ","0"
"2019","All","All","Northern Ireland","All","Main scheme application","550","70","0.131","0"
"2020","All","All","Northern Ireland","All","Main scheme application","525","95","0.184","0"
"2021","All","All","Northern Ireland","All","Main scheme application","710","95","0.136","0"
"2022","All","All","Northern Ireland","All","Main scheme application","690","105","0.151","0"
"2023","All","All","Northern Ireland","All","Main scheme application","605","65","0.109","0"
"2019","All","All","England","All","Main scheme application","7320","2745","0.375","0"
"2020","All","All","England","All","Main scheme application","7920","3315","0.418","0"
"2021","All","All","England","All","Main scheme application","10055","3460","0.34400000000000003","0"
"2022","All","All","England","All","Main scheme application","9350","3020","0.323","0"
"2023","All","All","England","All","Main scheme application","7475","2920","0.39","0"
"2019","All","All","Scotland","All","Main scheme application","1030","235","0.229","0"
"2020","All","All","Scotland","All","Main scheme application","1115","280","0.249","0"
"2021","All","All","Scotland","All","Main scheme application","1430","225","0.156","0"
"2022","All","All","Scotland","All","Main scheme application","1205","250","0.20700000000000002","0"
"2023","All","All","Scotland","All","Main scheme application","855","250","0.294","0"
"2019","All","All","Wales","All","Main scheme application","600","145","0.246","0"
"2020","All","All","Wales","All","Main scheme application","595","180","0.305","0"
"2021","All","All","Wales","All","Main scheme application","800","190","0.23800000000000002","0"
"2022","All","All","Wales","All","Main scheme application","615","185","0.299","0"
"2023","All","All","Wales","All","Main scheme application","495","175","0.354","0"
"2019","All","All","Not EU","All","Main scheme application","90","10","0.13","0"
"2020","All","All","Not EU","All","Main scheme application","85","15","0.149","0"
"2021","All","All","Not EU","All","Main scheme application","120","15","0.131","0"
"2022","All","All","Not EU","All","Main scheme application","150","15","0.101","0"
"2023","All","All","Not EU","All","Main scheme application","135","20","0.134","0"
"2019","All","All","EU (excluding UK)","All","Main scheme application","190","20","0.111","0"
"2020","All","All","EU (excluding UK)","All","Main scheme application","210","25","0.12","0"
"2021","All","All","EU (excluding UK)","All","Main scheme application","225","15","0.07","0"
"2022","All","All","EU (excluding UK)","All","Main scheme application","200","10","0.056","0"
"2023","All","All","EU (excluding UK)","All","Main scheme application","160","15","0.093","0"
"2020","Female","17 and under","All","All","Not main scheme application","5","0"," ","0"
"2022","Female","17 and under","All","All","Not main scheme application","5","0"," ","0"
"2019","Female","18","All","All","Not main scheme application","140","95","0.683","0"
"2020","Female","18","All","All","Not main scheme application","135","110","0.796","0"
"2021","Female","18","All","All","Not main scheme application","110","50","0.446","0"
"2022","Female","18","All","All","Not main scheme application","220","125","0.5660000000000001","0"
"2023","Female","18","All","All","Not main scheme application","200","160","0.81","0"
"2019","Female","19","All","All","Not main scheme application","70","45","0.671","0"
"2020","Female","19","All","All","Not main scheme application","40","30","0.667","0"
"2021","Female","19","All","All","Not main scheme application","60","20","0.373","0"
"2022","Female","19","All","All","Not main scheme application","70","40","0.542","0"
"2023","Female","19","All","All","Not main scheme application","105","75","0.709","0"
"2019","Female","20","All","All","Not main scheme application","45","25","0.535","0"
"2020","Female","20","All","All","Not main scheme application","35","20","0.636","0"
"2021","Female","20","All","All","Not main scheme application","40","15","0.317","0"
"2022","Female","20","All","All","Not main scheme application","45","20","0.467","0"
"2023","Female","20","All","All","Not main scheme application","70","50","0.743","0"
"2019","Female","21 - 24","All","All","Not main scheme application","120","70","0.592","0"
"2020","Female","21 - 24","All","All","Not main scheme application","90","55","0.607","0"
"2021","Female","21 - 24","All","All","Not main scheme application","80","40","0.512","0"
"2022","Female","21 - 24","All","All","Not main scheme application","105","50","0.462","0"
"2023","Female","21 - 24","All","All","Not main scheme application","125","80","0.642","0"
"2019","Female","25 - 29","All","All","Not main scheme application","100","65","0.646","0"
"2020","Female","25 - 29","All","All","Not main scheme application","80","50","0.633","0"
"2021","Female","25 - 29","All","All","Not main scheme application","75","40","0.534","0"
"2022","Female","25 - 29","All","All","Not main scheme application","90","50","0.527","0"
"2023","Female","25 - 29","All","All","Not main scheme application","105","75","0.718","0"
"2019","Male","25 - 29","All","All","Not main scheme application","5","5"," ","0"
"2019","Female","30 - 34","All","All","Not main scheme application","70","45","0.657","0"
"2020","Female","30 - 34","All","All","Not main scheme application","45","30","0.667","0"
"2021","Female","30 - 34","All","All","Not main scheme application","40","20","0.537","0"
"2022","Female","30 - 34","All","All","Not main scheme application","65","40","0.5670000000000001","0"
"2023","Female","30 - 34","All","All","Not main scheme application","80","60","0.716","0"
"2019","Female","35 and over","All","All","Not main scheme application","60","35","0.583","0"
"2020","Female","35 and over","All","All","Not main scheme application","65","45","0.712","0"
"2021","Female","35 and over","All","All","Not main scheme application","50","25","0.49","0"
"2022","Female","35 and over","All","All","Not main scheme application","75","35","0.48","0"
"2023","Female","35 and over","All","All","Not main scheme application","120","80","0.655","0"
"2019","Female","17 and under","All","All","Main scheme application","30","0"," ","0"
"2020","Female","17 and under","All","All","Main scheme application","35","0"," ","0"
"2021","Female","17 and under","All","All","Main scheme application","40","5"," ","0"
"2022","Female","17 and under","All","All","Main scheme application","40","0"," ","0"
"2023","Female","17 and under","All","All","Main scheme application","35","5"," ","0"
"2019","Female","18","All","All","Main scheme application","2770","810","0.293","0"
"2020","Female","18","All","All","Main scheme application","3005","1075","0.358","0"
"2021","Female","18","All","All","Main scheme application","3760","1070","0.28400000000000003","0"
"2022","Female","18","All","All","Main scheme application","3855","1035","0.268","0"
"2023","Female","18","All","All","Main scheme application","3190","1120","0.35000000000000003","0"
"2019","Male","18","All","All","Main scheme application","5","5"," ","0"
"2020","Male","18","All","All","Main scheme application","5","0"," ","0"
"2021","Male","18","All","All","Main scheme application","15","5"," ","0"
"2022","Male","18","All","All","Main scheme application","15","5"," ","0"
"2023","Male","18","All","All","Main scheme application","10","0"," ","0"
"2019","Female","19","All","All","Main scheme application","1165","380","0.328","0"
"2020","Female","19","All","All","Main scheme application","1145","375","0.327","0"
"2021","Female","19","All","All","Main scheme application","1440","355","0.246","0"
"2022","Female","19","All","All","Main scheme application","1335","300","0.226","0"
"2023","Female","19","All","All","Main scheme application","1110","320","0.289","0"
"2022","Male","19","All","All","Main scheme application","5","0"," ","0"
"2023","Male","19","All","All","Main scheme application","5","0"," ","0"
"2019","Female","20","All","All","Main scheme application","660","195","0.295","0"
"2020","Female","20","All","All","Main scheme application","670","220","0.327","0"
"2021","Female","20","All","All","Main scheme application","770","180","0.23600000000000002","0"
"2022","Female","20","All","All","Main scheme application","770","175","0.225","0"
"2023","Female","20","All","All","Main scheme application","630","195","0.305","0"
"2021","Male","20","All","All","Main scheme application","5","0"," ","0"
"2023","Male","20","All","All","Main scheme application","5","0"," ","0"
"2019","Female","21 - 24","All","All","Main scheme application","1600","555","0.34700000000000003","0"
"2020","Female","21 - 24","All","All","Main scheme application","1660","630","0.38","0"
"2021","Female","21 - 24","All","All","Main scheme application","2030","595","0.293","0"
"2022","Female","21 - 24","All","All","Main scheme application","1685","455","0.271","0"
"2023","Female","21 - 24","All","All","Main scheme application","1260","410","0.326","0"
"2019","Male","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2020","Male","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2021","Male","21 - 24","All","All","Main scheme application","10","0"," ","0"
"2022","Male","21 - 24","All","All","Main scheme application","10","5"," ","0"
"2023","Male","21 - 24","All","All","Main scheme application","10","0"," ","0"
"2019","Female","25 - 29","All","All","Main scheme application","1475","555","0.374","0"
"2020","Female","25 - 29","All","All","Main scheme application","1550","660","0.427","0"
"2021","Female","25 - 29","All","All","Main scheme application","2070","695","0.335","0"
"2022","Female","25 - 29","All","All","Main scheme application","1645","590","0.358","0"
"2023","Female","25 - 29","All","All","Main scheme application","1165","450","0.388","0"
"2019","Male","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2020","Male","25 - 29","All","All","Main scheme application","10","0"," ","0"
"2021","Male","25 - 29","All","All","Main scheme application","15","5"," ","0"
"2022","Male","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2023","Male","25 - 29","All","All","Main scheme application","10","0"," ","0"
"2019","Female","30 - 34","All","All","Main scheme application","965","360","0.372","0"
"2020","Female","30 - 34","All","All","Main scheme application","1130","465","0.41100000000000003","0"
"2021","Female","30 - 34","All","All","Main scheme application","1540","575","0.373","0"
"2022","Female","30 - 34","All","All","Main scheme application","1385","515","0.371","0"
"2023","Female","30 - 34","All","All","Main scheme application","1025","425","0.41500000000000004","0"
"2019","Male","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2021","Male","30 - 34","All","All","Main scheme application","10","0"," ","0"
"2022","Male","30 - 34","All","All","Main scheme application","10","5"," ","0"
"2023","Male","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2019","Female","35 and over","All","All","Main scheme application","1080","370","0.343","0"
"2020","Female","35 and over","All","All","Main scheme application","1230","475","0.386","0"
"2021","Female","35 and over","All","All","Main scheme application","1630","515","0.316","0"
"2022","Female","35 and over","All","All","Main scheme application","1440","500","0.34800000000000003","0"
"2023","Female","35 and over","All","All","Main scheme application","1250","510","0.406","0"
"2019","Male","35 and over","All","All","Main scheme application","10","5"," ","0"
"2020","Male","35 and over","All","All","Main scheme application","5","0"," ","0"
"2021","Male","35 and over","All","All","Main scheme application","10","0"," ","0"
"2022","Male","35 and over","All","All","Main scheme application","10","0"," ","0"
"2023","Male","35 and over","All","All","Main scheme application","15","0"," ","0"
"2020","All","17 and under","All","All","Not main scheme application","5","0"," ","0"
"2022","All","17 and under","All","All","Not main scheme application","5","0"," ","0"
"2019","All","18","All","All","Not main scheme application","145","95","0.678","0"
"2020","All","18","All","All","Not main scheme application","135","110","0.796","0"
"2021","All","18","All","All","Not main scheme application","110","50","0.446","0"
"2022","All","18","All","All","Not main scheme application","220","125","0.5660000000000001","0"
"2023","All","18","All","All","Not main scheme application","200","160","0.81","0"
"2019","All","19","All","All","Not main scheme application","70","45","0.671","0"
"2020","All","19","All","All","Not main scheme application","40","30","0.667","0"
"2021","All","19","All","All","Not main scheme application","60","20","0.373","0"
"2022","All","19","All","All","Not main scheme application","70","40","0.542","0"
"2023","All","19","All","All","Not main scheme application","105","75","0.709","0"
"2019","All","20","All","All","Not main scheme application","45","25","0.535","0"
"2020","All","20","All","All","Not main scheme application","35","20","0.636","0"
"2021","All","20","All","All","Not main scheme application","40","15","0.317","0"
"2022","All","20","All","All","Not main scheme application","45","20","0.467","0"
"2023","All","20","All","All","Not main scheme application","70","50","0.743","0"
"2019","All","21 - 24","All","All","Not main scheme application","120","70","0.587","0"
"2020","All","21 - 24","All","All","Not main scheme application","90","55","0.593","0"
"2021","All","21 - 24","All","All","Not main scheme application","80","40","0.512","0"
"2022","All","21 - 24","All","All","Not main scheme application","105","50","0.457","0"
"2023","All","21 - 24","All","All","Not main scheme application","125","80","0.64","0"
"2019","All","25 - 29","All","All","Not main scheme application","100","65","0.657","0"
"2020","All","25 - 29","All","All","Not main scheme application","80","50","0.625","0"
"2021","All","25 - 29","All","All","Not main scheme application","75","40","0.534","0"
"2022","All","25 - 29","All","All","Not main scheme application","90","50","0.527","0"
"2023","All","25 - 29","All","All","Not main scheme application","105","75","0.712","0"
"2019","All","30 - 34","All","All","Not main scheme application","70","45","0.648","0"
"2020","All","30 - 34","All","All","Not main scheme application","45","30","0.667","0"
"2021","All","30 - 34","All","All","Not main scheme application","40","20","0.537","0"
"2022","All","30 - 34","All","All","Not main scheme application","65","40","0.5670000000000001","0"
"2023","All","30 - 34","All","All","Not main scheme application","80","60","0.716","0"
"2019","All","35 and over","All","All","Not main scheme application","60","35","0.583","0"
"2020","All","35 and over","All","All","Not main scheme application","65","45","0.712","0"
"2021","All","35 and over","All","All","Not main scheme application","50","25","0.5","0"
"2022","All","35 and over","All","All","Not main scheme application","75","35","0.487","0"
"2023","All","35 and over","All","All","Not main scheme application","120","80","0.65","0"
"2019","All","17 and under","All","All","Main scheme application","30","0"," ","0"
"2020","All","17 and under","All","All","Main scheme application","40","0"," ","0"
"2021","All","17 and under","All","All","Main scheme application","40","5"," ","0"
"2022","All","17 and under","All","All","Main scheme application","40","0"," ","0"
"2023","All","17 and under","All","All","Main scheme application","35","5"," ","0"
